State,Source,Type,Category,Withdrawal_MGD,Population
Wisconsin,Groundwater,Fresh,Thermoelectric,2.78,5690000
Wyoming,Groundwater,Fresh,Thermoelectric,2.29,564000
Puerto Rico,Groundwater,Fresh,Thermoelectric,1.17,3730000
U.S. Virgin Islands,Groundwater,Fresh,Thermoelectric,0.0,106000
Alabama,Groundwater,Saline,Thermoelectric,0.0,4780000
Alaska,Groundwater,Saline,Thermoelectric,0.0,710000
Arizona,Groundwater,Saline,Thermoelectric,0.0,6390000
Arkansas,Groundwater,Saline,Thermoelectric,0.0,2920000
California,Groundwater,Saline,Thermoelectric,48.4,37300000
Colorado,Groundwater,Saline,Thermoelectric,0.0,5030000
Connecticut,Groundwater,Saline,Thermoelectric,0.0,3570000
Delaware,Groundwater,Saline,Thermoelectric,0.0,898000
District Of Columbia,Groundwater,Saline,Thermoelectric,0.0,602000
Florida,Groundwater,Saline,Thermoelectric,6.54,18800000
Georgia,Groundwater,Saline,Thermoelectric,0.0,9690000
Hawaii,Groundwater,Saline,Thermoelectric,50.8,1360000
Idaho,Groundwater,Saline,Thermoelectric,0.0,1570000
Illinois,Groundwater,Saline,Thermoelectric,0.0,12800000
Indiana,Groundwater,Saline,Thermoelectric,0.0,6480000
Iowa,Groundwater,Saline,Thermoelectric,0.0,3050000
Kansas,Groundwater,Saline,Thermoelectric,0.0,2850000
Kentucky,Groundwater,Saline,Thermoelectric,0.0,4340000
Louisiana,Groundwater,Saline,Thermoelectric,0.0,4530000
Maine,Groundwater,Saline,Thermoelectric,0.0,1330000
Maryland,Groundwater,Saline,Thermoelectric,0.0,5770000
Massachusetts,Groundwater,Saline,Thermoelectric,0.0,6550000
Michigan,Groundwater,Saline,Thermoelectric,0.0,9880000
Minnesota,Groundwater,Saline,Thermoelectric,0.0,5300000
Mississippi,Groundwater,Saline,Thermoelectric,7.05,2970000
Missouri,Groundwater,Saline,Thermoelectric,0.0,5990000
Montana,Groundwater,Saline,Thermoelectric,0.0,989000
Nebraska,Groundwater,Saline,Thermoelectric,0.0,1830000
Nevada,Groundwater,Saline,Thermoelectric,11.0,2700000
New Hampshire,Groundwater,Saline,Thermoelectric,0.0,1320000
New Jersey,Groundwater,Saline,Thermoelectric,0.0,8790000
New Mexico,Groundwater,Saline,Thermoelectric,0.0,2060000
New York,Groundwater,Saline,Thermoelectric,0.0,19400000
North Carolina,Groundwater,Saline,Thermoelectric,0.0,9540000
North Dakota,Groundwater,Saline,Thermoelectric,0.0,673000
Ohio,Groundwater,Saline,Thermoelectric,0.0,11500000
Oklahoma,Groundwater,Saline,Thermoelectric,0.0,3750000
Oregon,Groundwater,Saline,Thermoelectric,0.0,3830000
Pennsylvania,Groundwater,Saline,Thermoelectric,0.0,12700000
Rhode Island,Groundwater,Saline,Thermoelectric,0.0,1050000
South Carolina,Groundwater,Saline,Thermoelectric,0.0,4630000
South Dakota,Groundwater,Saline,Thermoelectric,0.0,814000
Tennessee,Groundwater,Saline,Thermoelectric,0.0,6350000
Texas,Groundwater,Saline,Thermoelectric,0.0,25100000
Utah,Groundwater,Saline,Thermoelectric,10.5,2760000
Vermont,Groundwater,Saline,Thermoelectric,0.0,626000
Virginia,Groundwater,Saline,Thermoelectric,0.0,8000000
Washington,Groundwater,Saline,Thermoelectric,0.0,6720000
West Virginia,Groundwater,Saline,Thermoelectric,0.0,1850000
Wisconsin,Groundwater,Saline,Thermoelectric,0.0,5690000
Wyoming,Groundwater,Saline,Thermoelectric,0.0,564000
Puerto Rico,Groundwater,Saline,Thermoelectric,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Thermoelectric,0.0,106000
Alabama,Groundwater,Fresh,Total,494.0,4780000
Alaska,Groundwater,Fresh,Total,478.0,710000
Arizona,Groundwater,Fresh,Total,2550.0,6390000
Arkansas,Groundwater,Fresh,Total,7780.0,2920000
California,Groundwater,Fresh,Total,12300.0,37300000
Colorado,Groundwater,Fresh,Total,1540.0,5030000
Connecticut,Groundwater,Fresh,Total,216.0,3570000
Delaware,Groundwater,Fresh,Total,156.0,898000
District Of Columbia,Groundwater,Fresh,Total,0.05,602000
Florida,Groundwater,Fresh,Total,3970.0,18800000
Georgia,Groundwater,Fresh,Total,1230.0,9690000
Hawaii,Groundwater,Fresh,Total,423.0,1360000
Idaho,Groundwater,Fresh,Total,4250.0,1570000
Illinois,Groundwater,Fresh,Total,853.0,12800000
Indiana,Groundwater,Fresh,Total,720.0,6480000
Iowa,Groundwater,Fresh,Total,650.0,3050000
Kansas,Groundwater,Fresh,Total,3200.0,2850000
Kentucky,Groundwater,Fresh,Total,199.0,4340000
Louisiana,Groundwater,Fresh,Total,1570.0,4530000
Maine,Groundwater,Fresh,Total,99.4,1330000
Maryland,Groundwater,Fresh,Total,260.0,5770000
Massachusetts,Groundwater,Fresh,Total,361.0,6550000
Michigan,Groundwater,Fresh,Total,693.0,9880000
Minnesota,Groundwater,Fresh,Total,736.0,5300000
Mississippi,Groundwater,Fresh,Total,2610.0,2970000
Missouri,Groundwater,Fresh,Total,1810.0,5990000
Montana,Groundwater,Fresh,Total,268.0,989000
Nebraska,Groundwater,Fresh,Total,4710.0,1830000
Nevada,Groundwater,Fresh,Total,1190.0,2700000
New Hampshire,Groundwater,Fresh,Total,89.7,1320000
New Jersey,Groundwater,Fresh,Total,612.0,8790000
New Mexico,Groundwater,Fresh,Total,1570.0,2060000
New York,Groundwater,Fresh,Total,704.0,19400000
North Carolina,Groundwater,Fresh,Total,694.0,9540000
North Dakota,Groundwater,Fresh,Total,139.0,673000
Ohio,Groundwater,Fresh,Total,929.0,11500000
Oklahoma,Groundwater,Fresh,Total,635.0,3750000
Oregon,Groundwater,Fresh,Total,2130.0,3830000
Pennsylvania,Groundwater,Fresh,Total,657.0,12700000
Rhode Island,Groundwater,Fresh,Total,36.5,1050000
South Carolina,Groundwater,Fresh,Total,339.0,4630000
South Dakota,Groundwater,Fresh,Total,339.0,814000
Tennessee,Groundwater,Fresh,Total,470.0,6350000
Texas,Groundwater,Fresh,Total,6830.0,25100000
Utah,Groundwater,Fresh,Total,1030.0,2760000
Vermont,Groundwater,Fresh,Total,41.6,626000
Virginia,Groundwater,Fresh,Total,299.0,8000000
Washington,Groundwater,Fresh,Total,1600.0,6720000
West Virginia,Groundwater,Fresh,Total,121.0,1850000
Wisconsin,Groundwater,Fresh,Total,754.0,5690000
Wyoming,Groundwater,Fresh,Total,550.0,564000
Puerto Rico,Groundwater,Fresh,Total,125.0,3730000
U.S. Virgin Islands,Groundwater,Fresh,Total,1.14,106000
Alabama,Groundwater,Saline,Total,0.0,4780000
Alaska,Groundwater,Saline,Total,144.0,710000
Arizona,Groundwater,Saline,Total,0.0,6390000
Arkansas,Groundwater,Saline,Total,5.05,2920000
California,Groundwater,Saline,Total,369.0,37300000
Colorado,Groundwater,Saline,Total,19.4,5030000
Connecticut,Groundwater,Saline,Total,0.0,3570000
Delaware,Groundwater,Saline,Total,0.0,898000
District Of Columbia,Groundwater,Saline,Total,0.0,602000
Florida,Groundwater,Saline,Total,154.0,18800000
Georgia,Groundwater,Saline,Total,0.0,9690000
Hawaii,Groundwater,Saline,Total,50.8,1360000
Idaho,Groundwater,Saline,Total,0.0,1570000
Illinois,Groundwater,Saline,Total,25.5,12800000
Indiana,Groundwater,Saline,Total,0.0,6480000
Iowa,Groundwater,Saline,Total,0.0,3050000
Kansas,Groundwater,Saline,Total,0.0,2850000
Kentucky,Groundwater,Saline,Total,0.0,4340000
Louisiana,Groundwater,Saline,Total,0.0,4530000
Maine,Groundwater,Saline,Total,0.0,1330000
Maryland,Groundwater,Saline,Total,0.0,5770000
Massachusetts,Groundwater,Saline,Total,0.0,6550000
Michigan,Groundwater,Saline,Total,0.57,9880000
Minnesota,Groundwater,Saline,Total,0.0,5300000
Mississippi,Groundwater,Saline,Total,19.6,2970000
Missouri,Groundwater,Saline,Total,0.0,5990000
Montana,Groundwater,Saline,Total,18.6,989000
Nebraska,Groundwater,Saline,Total,0.13,1830000
Nevada,Groundwater,Saline,Total,11.9,2700000
New Hampshire,Groundwater,Saline,Total,0.0,1320000
New Jersey,Groundwater,Saline,Total,0.0,8790000
New Mexico,Groundwater,Saline,Total,0.0,2060000
New York,Groundwater,Saline,Total,0.0,19400000
North Carolina,Groundwater,Saline,Total,0.0,9540000
North Dakota,Groundwater,Saline,Total,13.6,673000
Ohio,Groundwater,Saline,Total,0.0,11500000
Oklahoma,Groundwater,Saline,Total,1400.0,3750000
Oregon,Groundwater,Saline,Total,0.0,3830000
Pennsylvania,Groundwater,Saline,Total,0.0,12700000
Rhode Island,Groundwater,Saline,Total,0.0,1050000
South Carolina,Groundwater,Saline,Total,0.0,4630000
South Dakota,Groundwater,Saline,Total,0.0,814000
Tennessee,Groundwater,Saline,Total,0.0,6350000
Texas,Groundwater,Saline,Total,884.0,25100000
Utah,Groundwater,Saline,Total,92.6,2760000
Vermont,Groundwater,Saline,Total,0.0,626000
Virginia,Groundwater,Saline,Total,9.97,8000000
Washington,Groundwater,Saline,Total,0.0,6720000
West Virginia,Groundwater,Saline,Total,4.82,1850000
Wisconsin,Groundwater,Saline,Total,0.0,5690000
Wyoming,Groundwater,Saline,Total,67.1,564000
Puerto Rico,Groundwater,Saline,Total,0.32,3730000
U.S. Virgin Islands,Groundwater,Saline,Total,0.0,106000
Alabama,Groundwater,Fresh,Industrial,0.0,4780000
Alaska,Groundwater,Fresh,Industrial,0.0,710000
Arizona,Groundwater,Fresh,Industrial,0.0,6390000
Arkansas,Groundwater,Fresh,Industrial,0.0,2920000
California,Groundwater,Fresh,Industrial,0.0,37300000
Colorado,Groundwater,Fresh,Industrial,0.0,5030000
Connecticut,Groundwater,Fresh,Industrial,0.0,3570000
Delaware,Groundwater,Fresh,Industrial,0.0,898000
District Of Columbia,Groundwater,Fresh,Industrial,0.0,602000
Florida,Groundwater,Fresh,Industrial,0.0,18800000
Georgia,Groundwater,Fresh,Industrial,0.0,9690000
Hawaii,Groundwater,Fresh,Industrial,0.0,1360000
Idaho,Groundwater,Fresh,Industrial,0.0,1570000
Illinois,Groundwater,Fresh,Industrial,0.0,12800000
Indiana,Groundwater,Fresh,Industrial,0.0,6480000
Iowa,Groundwater,Fresh,Industrial,0.0,3050000
Kansas,Groundwater,Fresh,Industrial,0.0,2850000
Kentucky,Groundwater,Fresh,Industrial,0.0,4340000
Louisiana,Groundwater,Fresh,Industrial,0.0,4530000
Maine,Groundwater,Fresh,Industrial,0.0,1330000
Maryland,Groundwater,Fresh,Industrial,0.0,5770000
Massachusetts,Groundwater,Fresh,Industrial,0.0,6550000
Michigan,Groundwater,Fresh,Industrial,0.0,9880000
Minnesota,Groundwater,Fresh,Industrial,0.0,5300000
Mississippi,Groundwater,Fresh,Industrial,0.0,2970000
Missouri,Groundwater,Fresh,Industrial,0.0,5990000
Montana,Groundwater,Fresh,Industrial,0.0,989000
Nebraska,Groundwater,Fresh,Industrial,0.0,1830000
Nevada,Groundwater,Fresh,Industrial,0.0,2700000
New Hampshire,Groundwater,Fresh,Industrial,0.0,1320000
New Jersey,Groundwater,Fresh,Industrial,0.0,8790000
New Mexico,Groundwater,Fresh,Industrial,0.0,2060000
New York,Groundwater,Fresh,Industrial,0.0,19400000
North Carolina,Groundwater,Fresh,Industrial,0.0,9540000
North Dakota,Groundwater,Fresh,Industrial,0.0,673000
Ohio,Groundwater,Fresh,Industrial,0.0,11500000
Oklahoma,Groundwater,Fresh,Industrial,0.0,3750000
Oregon,Groundwater,Fresh,Industrial,0.0,3830000
Pennsylvania,Groundwater,Fresh,Industrial,0.0,12700000
Rhode Island,Groundwater,Fresh,Industrial,0.0,1050000
South Carolina,Groundwater,Fresh,Industrial,0.0,4630000
South Dakota,Groundwater,Fresh,Industrial,0.0,814000
Tennessee,Groundwater,Fresh,Industrial,0.0,6350000
Texas,Groundwater,Fresh,Industrial,0.0,25100000
Utah,Groundwater,Fresh,Industrial,0.0,2760000
Vermont,Groundwater,Fresh,Industrial,0.0,626000
Virginia,Groundwater,Fresh,Industrial,0.0,8000000
Washington,Groundwater,Fresh,Industrial,0.0,6720000
West Virginia,Groundwater,Fresh,Industrial,0.0,1850000
Wisconsin,Groundwater,Fresh,Industrial,0.0,5690000
Wyoming,Groundwater,Fresh,Industrial,0.0,564000
Puerto Rico,Groundwater,Fresh,Industrial,0.0,3730000
U.S. Virgin Islands,Groundwater,Fresh,Industrial,0.0,106000
Alabama,Groundwater,Saline,Industrial,0.0,4780000
Alaska,Groundwater,Saline,Industrial,0.0,710000
Arizona,Groundwater,Saline,Industrial,0.0,6390000
Arkansas,Groundwater,Saline,Industrial,0.0,2920000
California,Groundwater,Saline,Industrial,0.0,37300000
Colorado,Groundwater,Saline,Industrial,0.0,5030000
Connecticut,Groundwater,Saline,Industrial,0.0,3570000
Delaware,Groundwater,Saline,Industrial,0.0,898000
District Of Columbia,Groundwater,Saline,Industrial,0.0,602000
Florida,Groundwater,Saline,Industrial,0.0,18800000
Georgia,Groundwater,Saline,Industrial,0.0,9690000
Hawaii,Groundwater,Saline,Industrial,0.0,1360000
Idaho,Groundwater,Saline,Industrial,0.0,1570000
Illinois,Groundwater,Saline,Industrial,0.0,12800000
Indiana,Groundwater,Saline,Industrial,0.0,6480000
Iowa,Groundwater,Saline,Industrial,0.0,3050000
Kansas,Groundwater,Saline,Industrial,0.0,2850000
Kentucky,Groundwater,Saline,Industrial,0.0,4340000
Louisiana,Groundwater,Saline,Industrial,0.0,4530000
Maine,Groundwater,Saline,Industrial,0.0,1330000
Maryland,Groundwater,Saline,Industrial,0.0,5770000
Massachusetts,Groundwater,Saline,Industrial,0.0,6550000
Michigan,Groundwater,Saline,Industrial,0.0,9880000
Minnesota,Groundwater,Saline,Industrial,0.0,5300000
Mississippi,Groundwater,Saline,Industrial,0.0,2970000
Missouri,Groundwater,Saline,Industrial,0.0,5990000
Montana,Groundwater,Saline,Industrial,0.0,989000
Nebraska,Groundwater,Saline,Industrial,0.0,1830000
Nevada,Groundwater,Saline,Industrial,0.0,2700000
New Hampshire,Groundwater,Saline,Industrial,0.0,1320000
New Jersey,Groundwater,Saline,Industrial,0.0,8790000
New Mexico,Groundwater,Saline,Industrial,0.0,2060000
New York,Groundwater,Saline,Industrial,0.0,19400000
North Carolina,Groundwater,Saline,Industrial,0.0,9540000
North Dakota,Groundwater,Saline,Industrial,0.0,673000
Ohio,Groundwater,Saline,Industrial,0.0,11500000
Oklahoma,Groundwater,Saline,Industrial,0.0,3750000
Oregon,Groundwater,Saline,Industrial,0.0,3830000
Pennsylvania,Groundwater,Saline,Industrial,0.0,12700000
Rhode Island,Groundwater,Saline,Industrial,0.0,1050000
South Carolina,Groundwater,Saline,Industrial,0.0,4630000
South Dakota,Groundwater,Saline,Industrial,0.0,814000
Tennessee,Groundwater,Saline,Industrial,0.0,6350000
Texas,Groundwater,Saline,Industrial,0.0,25100000
Utah,Groundwater,Saline,Industrial,0.0,2760000
Vermont,Groundwater,Saline,Industrial,0.0,626000
Virginia,Groundwater,Saline,Industrial,0.0,8000000
Washington,Groundwater,Saline,Industrial,0.0,6720000
West Virginia,Groundwater,Saline,Industrial,0.0,1850000
Wisconsin,Groundwater,Saline,Industrial,0.0,5690000
Wyoming,Groundwater,Saline,Industrial,0.0,564000
Puerto Rico,Groundwater,Saline,Industrial,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Industrial,0.0,106000
